id;name;user_id;neighbourhood;apart_type_id;price;minimum_nights
21438817;Precioso apartamento en Madrid. Recién reformado.;35813772;Ciudad Jardín;1;100;3
21444447;COVID DESINFECTED. Great 2 bedroom central Madrid;2382540;Almagro;1;100;6
21444617;Habitación centro de Madrid;19002881;San Isidro;2;40;1
21453792;Delicious Holidays!,Fácil aparcamiento, Wi-Fi;81229591;Orcasur;1;90;2
21455170;Lovely double bedroom, 10 minuts from Airport;4184655;Casco Histórico de Barajas;2;39;1
21456431;BEAUTIFUL LOFT - GETAFE (MADRID);131936264;San Andrés;1;58;1
21456587;Ciudad Lineal;144297656;Pueblo Nuevo;1;31;28
21457533;Modern property next to Retiro Park;9228673;Ibiza;1;210;3
21465818;ESTUDIO SOLEADO CON BALCON EN PLENO CENTRO,CHUECA.;99313241;Justicia;1;55;10
21467969;Apartamento exterior y muy luminoso con terraza;32046323;Rios Rosas;1;260;30
21470292;Nuevo apartamento junto Atocha;37494542;Embajadores;1;30;15
21473312;Plaza Mayor Attic. OZONE Cleaning. Lift.A/C.WiFi.;41731653;Palacio;1;60;2
21473919;Habitación muy amplia con sofa y terraza privada.;123778623;San Diego;2;11;3
21476110;Palm Aparment;13073580;San Pascual;2;31;2
21479987;Single room in Madrid (Moncloa)UCM/UAM;34212673;Gaztambide;2;14;28
21480621;Piso Completo Madrid - A 20 min del centro Madrid;76575586;Ventas;1;78;1
21484560;Espacio Unico en Barrio de Salamanca;37611348;Goya;1;50;7
21485131;しα ᗩղԵíցմα ᏟαɾթíղԵҽɾí́α 🛠️ [Wi-Fi y Zona Blanca];37142307;Ventas;1;55;1
21486293;Single Room(District Lavapiés);156072453;Embajadores;2;20;1
21492514;Habitación luminosa y tranquila;77474494;Concepción;2;28;4
21493122;Excellent and modern apartment in Gran Vía;45454320;Universidad;1;69;3
21495173;ESTUDIO DE DISEÑO EN CENTRO, PLAZA SANTA ANA;156157133;Cortes;1;66;2
21496663;**Center Luxurious Apartment. Museum Mile Wifi,A/C;17608059;Embajadores;1;50;1
21497071;Single Bright Bedroom City Center New Compact;92184438;Sol;2;29;1
21498125;***Loft Centre-Museum Mile, WiFi, A/C***;17608059;Embajadores;1;45;1
21498187;Gran apartamento barrio de Salamanca - retiro.;156183732;Recoletos;2;96;3
21499603;B&B Barrio +Cool de Madrid Fantastic Room 2 pax;4347030;Embajadores;2;44;2
21507647;Puerta del Sol+ BEDS+ WC+ SAFEBOX+ WIFI;156279074;Sol;3;15;1
21507668;Bright and Stylish Apartment in Gran Via;106591951;Universidad;1;290;2
21508987;Exclusivo Apartamento de 2 HB, Calle Linneo;40877988;Imperial;1;90;2
21509581;Tu hogar en La Latina, Calle Tabernillas;40877988;Palacio;1;103;2
21511210;Beds+WC+SafeBox+Wifi+PUERTA DEL SOL MAD;156279074;Sol;3;15;1
21511940;Puerta Del Sol+Cama+Baños+Taquillas+Wifi;156279074;Sol;3;28;1
21513378;Pensado para satisfacer tus necesidades.;101867260;San Andrés;2;24;1
21513959;"""MIRADOR DE LAS DESCALZAS"" Sol apartment- Wifi";156328178;Sol;1;98;2
21514093;Huge room in the heart of Chueca!;12022293;Justicia;2;300;100
21515121;La casa de Luis - Malasaña;29147346;Universidad;1;71;1
21515176;Estudio Nuevo en Atocha;156341705;Palos de Moguer;1;100;2
21516513;Limpieza incluida!! Confortable habitación doble.;140051306;Quintana;2;40;1
21525256;GRAND LUXURY APARTMENT BY EL PRADO MUSEUM;130720651;Jerónimos;1;350;5
21525464;Habitación con litera. Wifi;128012704;Los Rosales;2;18;2
21525718;Amazing apartment Plaza España;156437440;Universidad;1;80;7
21534424;Magnífica habitación privada en Chamartín I;59885387;Ciudad Jardín;2;15;1
21535357;Habitacion vacacional, L'Ampolla, Tarragona;156522835;Valdefuentes;2;40;2
21543191;Bonita habitación en Marqués de Vadillo Madrid río;17185904;Comillas;2;35;1
21544460;ESTUDIO CERCA DE PUERTA DEL SOL;41141141;Sol;1;96;2
21545797;Estudio Junto a La Plaza Mayor;156636998;Embajadores;1;51;1
21546820;Cozy and colorful oasis in the heart of La Latina;127732231;Palacio;1;44;2
21548692;Habitación para 2;153256260;Apostol Santiago;2;25;1
21550729;El Oso;115780806;Sol;1;108;2
21550962;El Madroño.;115780806;Sol;1;72;2
21560392;Puerta Del Sol+Cama+Baños+Taquillas+Wifi;156279074;Sol;3;28;1
21563316;Habitación femenina de 8 Puerta del Sol;156279074;Sol;3;31;1
21563570;Cozy one-bedroom flat in Madrid;14988745;Acacias;1;33;5
21570744;GRAN PISO NUEVO 170m2 CENTRO-GRAN VIA;36401569;Sol;1;189;2
21571467;Cozy room in a very unique loft;40776963;Numancia;2;19;1
21573851;Puerta del Sol cama en Habitación Femenina de 8;156279074;Sol;3;31;1
21573980;Precioso apartamento en el centro de Madrid;154670560;Palacio;1;46;4
21575618;Luxury Apartment Bernabeu Cuzco;156901788;Hispanoamérica;1;99;2
21577038;Habitación Turistica Puerta Del Sol 6 camas;156279074;Sol;3;31;1
21578752;A1;6259350;Goya;2;56;1
21579635;P.E Three-room apartment with large living room;84213235;Zofío;1;99;2
21581783;C2 3 1H Habitación. Apartamento Nuevo y Moderno;14032635;Opañel;1;121;1
21584192;Vintage Chic Apartment at La Latina Fully Sanitized;24258953;Embajadores;1;175;2
21584566;1Center-Museums-Transports-Huertas-Lavapies-Retiro;43033741;Palos de Moguer;2;31;1
21589867;Flat in Lavapiés;157019371;Embajadores;1;60;3
21590316;Apartamento nuevo en el corazón de Madrid;36079293;Cortes;1;85;2
21591820;Habitación en glorieta de Bilbao;157034883;Trafalgar;2;66;1
21592236;APARTAMENTO MUY BIEN COMUNICADO. (VT-6249);157038880;Entrevías;1;57;4
21593162;Luminoso, limpio y confortable. Metro Almendrales;124713283;Almendrales;1;41;1
21595408;HABITACIÓN DOBLE,ESPACIOSA Y TRANQUILA. CENTRO;99373514;Embajadores;2;21;7
21600904;Habitación tranquila y sencilla.;141817157;Vista Alegre;2;17;1
21602634;HABITACIÓN TRANQUILA en el centro de Madrid;9669052;Embajadores;2;21;6
21604470;Amplio Duplex con jardin junto al IFEMA.;53479725;Corralejos;1;190;5
21604537;Habitaciones céntricas en Madrid;157144807;Acacias;2;30;1
21605138;Penthouse into a 16th century Palace. Plaza Mayor;157150181;Embajadores;1;77;1
21605391;Habitación indivual o grupal;30037226;Almendrales;2;20;1
21605577;Bright & Stylish Malasaña - Madrid City Centre;157151266;Universidad;1;116;1
21607772;Hermosa Habitacion privada- Plaza Mayor;122624992;Palacio;2;42;2
21608863;Big Windows en Chamberi;58002141;Gaztambide;1;119;2
21610478;Pensado siempre para satisfacer tus necesidades;101867260;San Andrés;2;15;1
21618153;Apartamento completo moderno y tranquilo;77474494;Concepción;1;45;2
21618464;Habitación 8 camas mixta Puerta del Sol;156279074;Sol;3;31;1
21619303;Amazing apartament at the city center for 6 pax;51564174;Palacio;4;108;2
21620097;Malasaña-2BD 1BTH-Cozy and Bright;157279725;Universidad;1;103;1
21621224;Habitación turística 6 pax en el Centro de Madrid;156279074;Sol;3;31;1
21623343;Madrid Center - Walk To It All (LONG STAY AVAIL);2919571;Embajadores;1;75;2
21628332;Cozy ensuite double room in the heart of Madrid;51433878;Embajadores;2;32;1
21629717;Habitación doble luminosa !!;157374050;Puerta del Angel;2;35;2
21631810;Madrid Down Town;157394868;Embajadores;1;60;1
21631907;Habitacion cama doble en barrio Chamberi, Madrid.;157395365;Trafalgar;2;25;1
21641319;Sunny private room by El Rastro;157489922;Embajadores;2;73;1
21646746;Apartamento habitaciones dobles Barrio Salamanca;157012361;Recoletos;2;55;1
21650897;Habitación privada en madrid centro(La Latina);70381355;Palacio;2;30;2
21653334;NEW APARTMENT PLAZA DE ESPAÑA;157607454;Argüelles;1;90;1
21653361;Bello Atico en La Latina - Madrid Centro;81423453;Palacio;1;69;1
21654281;Habitación Doble con baño privado.;157612319;Ventas;2;35;1
21654904;Apartment city center. 100% safety cleaning;156877185;Trafalgar;1;86;2
21656494;Little space in Madrid;124281462;Valverde;2;10;1
21656537;Bonito apartamento en pleno barrio de La Latina;25326362;Embajadores;1;90;2
21661715;Apartamento coqueto con todo lo que necesitas;47257323;Pilar;1;31;1
21665242;M6 Beautiful Attic in Santa Ana 2 bdrm 2 baths;105024501;Cortes;1;53;4
21671654;"ÁTICO GRAN TERRAZA:
Metro: 8min ATOCHA - 15min SOL";156308723;San Diego;1;67;2
21671884;LUXURY ROOMS MADRID CENTER - LUXURY DOUBLE BEDROOM;62150493;Almagro;2;58;2
21672060;LUXURY FLATS MADRID CENTER;62150493;Almagro;1;158;2
21672942;5 MIN SOL AND LATINA. WIFI. 30% MONTHLY DISCOUNT.;44910140;Embajadores;1;54;30
21674592;Amplio apartamento en el corazón de Chueca;104954660;Justicia;1;257;1
21677593;New, Elegant, spacious, museums Plaza Mayor center;60358230;Embajadores;1;129;2
21685940;Mellado A;39535953;Gaztambide;1;53;7
21686968;Apartamento 1 dormitorio Quevedo;19102686;Arapiles;1;500;700
21687453;Incredible Apartment In Madrid.;157874502;Ventas;1;50;30
21689394;Casa Pía;157899547;Hispanoamérica;1;80;4
21692963;Apartamento con WIFI en Pueblo Nuevo;10128056;Quintana;1;33;10
21693127;THE FLAT;39792278;Cuatro Caminos;2;40;1
21693180;Artistic Loft;157924580;Valdeacederas;1;106;2
21693242;Pequeña Habitación en Madrid Rio;148501751;Chopera;2;15;3
21698918;Georgeus apartment in Madrid Center;2564339;Palacio;1;78;6
21704651;CANAL APARTMENT;23122774;Trafalgar;1;47;1
21710222;Stylish & Bright 2BD - Royal Palace Madrid;158035389;Palacio;1;120;2
21711127;Best location in front of the Opera and Palace;158063199;Palacio;2;29;3
21718637;Habitación en piso compartido en Delicias;2376774;Delicias;2;50;2
21719682;DESIGN & CHIC | MALASAÑA - NETFLIX;158149970;Universidad;1;55;1
21723324;Habitación doble luminosa en Marqués de Vadillo;29642251;Comillas;2;20;1
21726739;Room for Rent / Wifi;158145940;Bellas Vistas;2;66;3
21727760;Habitación art-punk en el centro de Madrid;9890390;Palos de Moguer;2;35;4
21728003;(Almudena) Modern & luxury space near Plaza Mayor;157906856;Palacio;1;53;1
21732035;Charming Apartment Pz Mayor/La Latina, 4p;158262143;Palacio;1;53;2
21732039;New Apartament La Latina/Plz Mayor 4 Pers Max;158262143;Embajadores;1;59;2
21736363;APARTAMENTO EN ZONA TETUAN / PASEO CASTELLANA;158305158;Castillejos;1;200;2
21736382;Cozy three bedroom attic with huge terrace;6664548;Embajadores;1;150;3
21737132;Casa entera para vacaciones en Madrid AGOSTO;7735208;Alameda de Osuna;1;60;15
21737766;6 PERSONAS PISO PLENO CENTRO DE MADRID;137955650;Palacio;1;98;1
21742419;Estupenda habitación con terraza privada en El Centro de Madrid;87104465;Trafalgar;2;40;1
21745819;Apartamento 2 hab totalmente preparado;74075151;Justicia;1;60;5
21747592;Brazos.(casa de kamin);43605966;Pacífico;2;18;2
21749346;Amazing new flat in the very center of Madrid;69417012;Embajadores;1;200;2
21749942;(Belén) Modern & luxury space near Plaza Mayor;157906856;Palacio;1;45;1
21756845;Designer flat in Madrid’s fashionable Malasaña;121195987;Universidad;1;85;3
21758630;Chueca Dreams;21731634;Justicia;1;110;3
21758753;Habitación en piso precioso y muy céntrico;44694954;Universidad;2;40;3
21760361;El hogar de Pedro;158533673;Lucero;2;27;1
21762182;BEST LOCATION-SOL private terrace, cozy apt, WIFI;145991627;Sol;1;83;1
21763431;Piso Moderno en el Centro junto a Metro;48222882;Palacio;1;89;1
21764635;"Habitación Doble Plaza Castilla.
Dos camas";80052122;Almenara;2;19;1
21765308;NEW APARTMENT MADRID CENTER PLAZA MAYOR;20907323;Palacio;1;86;28
21765313;Centro de Madrid cama en Habitación Femenina de 8;156279074;Sol;3;21;1
21765690;Acogedor apartamento en centro de Madrid - LATINA;40795973;Embajadores;1;73;240
21765756;En el corazón de Madrid cama habitación mixta de 6;156279074;Sol;3;21;1
21766609;Puerta del Sol habitación compartida de 8 camas;156279074;Sol;3;31;1
21767107;"Habitación doble en el centro!
Double room!";26527015;Embajadores;2;38;2
21769396;(Carmen) Modern & luxury space near Plaza Mayor;157906856;Palacio;1;46;1
21775628;Centro de Madrid habitación compartida 8 PAX;156279074;Sol;3;21;1
21777500;Puerta del Sol habitación femenina compartida de 8;156279074;Sol;3;31;1
21778806;Quiet apartment in Madrid Rio;16729860;Casa de Campo;1;80;2
21780100;Mellado B;39535953;Gaztambide;1;69;5
21782724;MALASAÑA apartment (VIPSTAYMADRID);51647919;Universidad;1;120;2
21794995;Habitacion en pleno centro de Madrid;158827320;Gaztambide;2;35;1
21799220;COMFY BEDROOM RIGHT IN THE CENTER OF MADRID;158862483;Embajadores;2;35;2
21801616;Habitación amplia,con terraza , flores y wifi;123778623;San Diego;2;10;4
21801685;Habitación 8 personas mixta en la puerta del sol;156279074;Sol;3;31;1
21801872;Habitación 10 personas mixta en la puerta del sol;156279074;Sol;3;31;1
21801965;Habitación para 8 chicas en la Puerta del Sol;156279074;Sol;3;31;1
21802069;Habitación 6 personas mixta en la Puerta del Sol;156279074;Sol;3;31;1
21802156;8 person mixed room in Puerta del Sol;156279074;Sol;3;31;1
21808155;New, bright, central, 1-bedroom, Reina Sofia, AC;37291567;Embajadores;1;160;1
21809528;Cozy apartment in downtown;89066974;Embajadores;1;80;2
21813271;Double room in Chueca, with private bathroom F 02;132022481;Universidad;2;34;1
21813489;Double room in Chueca, with private bathroom F 03;107335103;Justicia;2;35;1
21813599;Puerta del Sol. Full and silent apartment. WI-FI;158994107;Sol;1;66;2
21819316;Tranquilo y luminoso apartamento, Latina-Opera;38352975;Palacio;1;50;7
21819769;Moderno apartamento en Plaza España, Madrid;99018982;Universidad;1;122;1
21825511;Habitación en Centro de Madrid;23397156;Embajadores;2;25;2
21827899;Plaza Mayor, nuevo Cava Baja 23, AC/Wifi, 2-4 Pax;96204145;Palacio;1;90;2
21836210;Cozy, light filled corner room w private bathroom.;5349348;Colina;2;40;2
21841259;Apartamento muy bonito, tranquilo e independiente.;73984021;Rejas;1;75;7
21844127;LIMPIA Y CÓMODA.;158990985;Opañel;2;20;2
21844625;Cozy individual room in a a very unique loft;40776963;Numancia;2;16;1
21847320;Habitación privada con Cama Doble;155363207;Buenavista;2;25;1
21847340;QUIET APARTMENT WITH TERRACE- WIFI+AC;23734195;Valdeacederas;1;55;5
21858457;Cosy & bright flat in the heart of Madrid;58768439;Embajadores;1;75;2
21859018;Be Mate Plaza España Jungle 101;157114944;Argüelles;1;112;1
21859025;Be Mate Plaza España Oasis 102;157114944;Argüelles;1;112;1
21859032;Be Mate Plaza España Wild 103;157114944;Argüelles;1;112;1
21859044;Be Mate Plaza España Atemporal 105;157114944;Casa de Campo;1;112;1
21859058;Be Mate Plaza España Atemporal 106;157114944;Argüelles;1;112;1
21859072;Be Mate Plaza España Atemporal 107;157114944;Argüelles;1;112;1
21859085;Be Mate Plaza España Jungle 201;157114944;Argüelles;1;112;1
21859097;Be Mate Plaza España Oasis 202;157114944;Casa de Campo;1;112;1
21859113;Be Mate Plaza España Wild 203;157114944;Casa de Campo;1;112;1
21859117;Be Mate Plaza España Deluxe 204;157114944;Argüelles;1;147;1
21859129;Be Mate Plaza España Superior 205;157114944;Argüelles;1;142;1
21859143;Be Mate Plaza España Superior 206;157114944;Argüelles;1;142;1
21859147;Be Mate Plaza España Jungle 301;157114944;Casa de Campo;1;112;1
21859163;Be Mate Plaza España Oasis 302;157114944;Argüelles;1;112;1
21859174;Be Mate Plaza España Wild 303;157114944;Casa de Campo;1;112;1
21859184;Be Mate Plaza España Deluxe 304;157114944;Argüelles;1;147;1
21859202;Be Mate Plaza España Superior 305;157114944;Argüelles;1;142;1
21859216;Be Mate Plaza España Superior 306;157114944;Argüelles;1;142;1
21859230;Be Mate Plaza España Jungle 401;157114944;Argüelles;1;112;1
21859247;Be Mate Plaza España Oasis 402;157114944;Argüelles;1;112;1
21859248;Be Mate Plaza España Wild 403;157114944;Argüelles;1;112;1
21859269;Be Mate Plaza España Jungle 501;157114944;Argüelles;1;112;1
21859287;Be Mate Plaza España Oasis 502;157114944;Casa de Campo;1;112;1
21859305;Be Mate Plaza España Wild 503;157114944;Argüelles;1;112;1
21859330;Be Mate Plaza España Deluxe 404;157114944;Argüelles;1;147;1
21859348;Be Mate Plaza España Superior 405;157114944;Argüelles;1;142;1
21859362;Be Mate Plaza España Superior 406;157114944;Casa de Campo;1;142;1
21859379;Be Mate Plaza España Deluxe 504;157114944;Casa de Campo;1;147;1
21859391;Be Mate Plaza España Superior 505;157114944;Casa de Campo;1;142;1
21859393;Bernabéu+A/A+Metro en la puerta directo a Sol;117415375;Cuatro Caminos;1;53;100
21859402;Be Mate Plaza España Superior 506;157114944;Argüelles;1;142;1
21859407;Be Mate Plaza España Suite Terrace 601;157114944;Argüelles;1;202;1
21859420;Be Mate Plaza España Executive Suite Terrace 602;157114944;Argüelles;1;257;1
21859428;Be Mate Plaza España Suite Terrace 603;157114944;Casa de Campo;1;202;1
21859444;Be Mate Plaza España Grand Suite Terrace 701;157114944;Casa de Campo;1;292;1
21859458;Be Mate Plaza España Suite 702;157114944;Casa de Campo;1;194;1
21859548;Family Space;159450084;Entrevías;2;25;2
21861165;New, central, bright, 2-bedroom, Reina Sofia, AC;37291567;Embajadores;1;170;2
21862103;Designer flat in Madrid's exclusive Salamanca area;8851341;Recoletos;1;625;5
21862980;El Jardín del Ángel Yolka;148071429;Cortes;1;300;2
21863078;Double Room+Private Bathroom+Breakfast-Caja Mágica;20343489;Orcasur;2;52;2
21871923;Gran Vía - Callao - Sol - Amazing Views;116956612;Sol;1;1000;2
21872041;APARTAMENTO VINTAGE 3 .;67754178;Sol;1;40;2
21875158;Estudio de diseño en pleno centro de Madrid;159570292;Sol;2;42;1
21876384;HABITACION en piso céntrico y acogedor;5902685;Palacio;2;105;3
21876478;Sencillo apto. cerca del Palacio Real con WIFI;99018982;Palacio;1;121;1
21877008;Habitación confortable, buen ambiente;83505402;Vista Alegre;2;9;90
21877211;OASIS EN MADRID 2;40730314;Ventas;2;31;1
21877512;LAVAPIES (CENTER) - Amazing 3BD 2BTH 2 balconies;27102818;Embajadores;1;147;1
21877634;Sunny room with balcony in pretty family house;10169235;Ciudad Jardín;2;26;7
21877838;Beautiful Rooms in Madrid Centre;88853220;Universidad;4;97;2
21879461;New! Excelent bedroom in Chamberi!;10700511;Gaztambide;2;24;4
21882195;Gran Habitación en Lavapies, muy cerca de Atocha;68115463;Embajadores;2;25;5
21882221;Studio apartment in the city center;55700173;Universidad;1;75;5
21882223;(Darío) Modern & luxury space near Plaza Mayor;157906856;Palacio;1;52;1
21888134;Acogedor apartamento próximo a Palacio Real;38352975;Palacio;1;84;60
21888222;Cozy room in multicultural Madrid;17092340;Bellas Vistas;2;16;1
21889023;The Loft at RetiroPark with private terrace.;158792819;Jerónimos;1;180;3
21889721;Original y moderno apartamento en Chamberí, Madrid;32046323;Trafalgar;1;200;30
21891926;NEW APARTMENT. City Center. La latina-Palacio;30220144;Palacio;1;103;5
21896113;APART-MADRID/RASTRO-WIFI-AC;48595206;Embajadores;1;104;30
21897224;️LOVELY 1 BR IN PL. SANTA ANA, HUERTAS CENTER SOL;18564790;Cortes;1;69;4
21905276;Habitación privada top;2419618;Palacio;2;77;1
21907666;Privacidad con espectaculares vistas a la Plaza de Santa Ana;107879635;Cortes;1;100;2
21908095;Chic Modern One Bed Loft.;2174215;Recoletos;1;169;3
21909055;Oh! Madrid Sol;159850566;Sol;1;164;1
21913353;Centrico y luminoso apartamento en Calle Atocha;136476019;Embajadores;1;49;1
21918819;Best Location.Malasaña	LONG TERM AVAILABLE;113864545;Universidad;1;76;1
21921308;Habitación calle cuchilleros;159625893;Palacio;2;40;3
21923527;Apartamento en pleno Retiro/Apartment by the Park;159965220;Ibiza;1;64;2
21924102;Habitación en el norte de la capital.;134870191;Berruguete;2;12;1
21926212;Habitación tranquila y relajante;71717346;San Juan Bautista;2;21;1
21930169;Wanda Metropolitano Suite con salón privado;79014334;Rosas;2;42;6
21931400;Apartamento muy cuco en el barrio de Chamberí;111949695;Trafalgar;1;57;1
21932504;Cosy apartment in the cosmopolitan Gran Vía;160055902;Palacio;1;62;2
21939189;LUXURY APARTMENT RETIRO, BARRIO DE SALAMANCA;54317950;Ibiza;1;91;2
21941422;Low cost Acogedor.;21537791;San Cristobal;2;13;1
21941797;Pequeña individual.Atocha. Single small Center;12381498;Embajadores;2;26;1
21941840;Habitación Individual;160148671;Vallehermoso;2;22;1
21943620;Simple and clean apt with easy access to metro;35041827;Puerta del Angel;1;65;2
21944126;Cálida y luminosa habitación privada. Delicias.;69026778;Delicias;2;28;2
21944800;Beautiful apartment next to the Royal Palace!;157287119;Acacias;1;58;2
21946532;Next to Reina Sofía Museum ~ATOCHA Quiet & Centric;12357723;Atocha;1;89;2
21948184;CHIC GRAN VIA CENTER CHUECA;160212965;Justicia;1;45;1
21948629;Apartamento de lujo barrio de Justicia, Madrid;160217053;Justicia;1;360;2
21953409;Centric Penthouse With Large Terrace & Cinema;153102790;Pueblo Nuevo;2;37;2
21953821;Lujo en el barrio de Salamanca;160190461;Guindalera;1;72;3
21955178;BEAUTIFUL SUNSET MADRID CITY CENTER BUILT 1852;21807514;Embajadores;1;200;30
21955241;Confortable Habitación en Sanchinarro-Madrid;71762112;Valdefuentes;2;22;2
21955288;Deluxe Penthouse Duplex, Terraza. Historic Madrid;5969817;Sol;1;159;7
21958885;A Modern Spacious Designer in the Best Location;157229941;Palacio;1;77;2
21963438;(Esperanza) Modern & luxury space near Plaza Mayor;157906856;Palacio;1;40;1
21964737;next to Plaza Mayor,WIFI/AC, Full equiped;160262544;Sol;1;99;6
21965593;Book now cozy room on chic apart Madrid centro;18465429;Trafalgar;2;75;2
21971392;Coqueto Apartamento junto Plaza Mayor;40877988;Palacio;1;82;2
21972138;Casa Botica - Fuencarral City Center;19634921;Arapiles;1;493;2
21972157;SPACIOUS AND COZY IN DOWNTOWN (GRAN VIA-OPERA-SOL);158312292;Sol;1;225;3
21975168;Best Location Centre LONG TERM AVAILABLE;113864545;Palacio;1;55;1
21977656;DOBO HOMES GRAN VIA 2 DORMITORIOS 5 PERSONAS;133056146;Palacio;1;120;1
21978147;HELLENHOST: Deluxe Apartment en Gran Vía de Madrid;217778081;Universidad;1;420;2
21979284;Dos habitaciones junto a Metro;160418807;Lucero;1;65;2
21979690;MADRID LUXURY & DESIGN;160477215;Justicia;1;184;3
21990791;Madrid Centro modern apartment nice area Most see;18465429;Trafalgar;1;101;2
21991679;Madrid cerca de todo;91717192;Guindalera;1;59;3
21993405;La latina -2BD 2BTH -Brand-new apartment;160591487;Embajadores;1;103;1
21993614;Chueca - Backstage, 1BR/2BA, 4people.;132596292;Justicia;1;160;3
21994323;Atico Duplex con terraza, al lado de la GRAN VIA;159746778;Universidad;1;120;1
21996003;Habitación luminosa;160610601;Los Angeles;2;12;2
21996793;Entorno privilegiado y exclusivo para disfrutar;115666363;Mirasierra;2;50;1
21996847;Lovely Flat in Madrid Center!!!;150926822;Palacio;1;37;2
22003790;Apt. S. Lorenzo MALASAÑA/CHUECA perfect 4 COUPLES;107141654;Justicia;1;45;3
22004777;Habitación con baño en un ático en La latina;154423159;Palacio;2;70;3
22005454;Bonito apartamento( cerca Plaza Las Ventas);157751508;Guindalera;1;67;2
22007370;Plaza Sant Ana, the heart of Madrid;96916265;Cortes;1;106;200
22011652;Reformed 30m2 apartment in the heart of Madrid;160734385;Embajadores;1;61;3
22012756;Beautiful penthouse with terrace in Gran Via;34183414;Justicia;1;85;2
22022217;My Favorite Place;160817143;Justicia;1;75;2
22022746;GREAT APT NEAR ATOCHA;193673601;Palos de Moguer;1;140;4
22022914;El Jardín del Ángel Tribulete;148071429;Embajadores;1;300;2
22028562;Bright W/ Terrace - Bernabeu & Nuevos Ministerios;160858808;Cuatro Caminos;1;121;1
22028612;Charming Studio in trendy Chueca;84033823;Justicia;1;50;3
22030284;Habitacion en alquiler;160876083;Concepción;2;18;1
22033666;En el corazón de Madrid! Sorprendente apartamento;155410174;Embajadores;1;53;3
22035220;Habitación lujo & baño privado, gimnasio y parking;148715129;Valdefuentes;2;56;2
22042300;Habitación 1. Para estudiar o trabajar;160981040;Portazgo;2;12;15
22043917;Cozy apartment with an amazing patio near metro;30443988;Castillejos;1;56;4
22048206;Tania Home - Huertas;105797031;Cortes;1;45;10
22048891;Bonito apartamento junto a Madrid Rio;83592466;Delicias;1;53;2
22056147;Piso céntrico y amplia habitación en La latina;28038495;Embajadores;2;36;2
22056692;MODERN 1 BEDROOM APARTMENT;160838594;Valdezarza;1;97;3
22057400;Gran piso en el Barrio Salamanca en Madrid;158050269;Lista;1;100;3
22057509;Casa acogedora ( pareja + hijo o bebe);36871047;Adelfas;1;100;3
22059474;HT-Cozy Apart Ibiza/Retiro centric Hospital;351328829;Ibiza;1;54;2
22060178;Chic apart. District Salamanca-Retiro-Goya-Alcala;351328829;Ibiza;1;85;2
22060282;piso madrid all conforts;77218725;Palomeras Sureste;1;40;1
22061092;"Cama en habitación compartida
Bed in sharing room";69989651;Arapiles;3;13;7
22061395;HABITACION ALBERTO;46023547;Costillares;2;35;1
22064065;Un piso con encanto clásico en el centro de Madrid;19529845;Universidad;1;68;3
22070432;Great 2 Bd Aparm in Prime location. Huertas;2105590;Cortes;1;231;1
22072825;Dream apartment;144562473;Valdeacederas;1;40;1
22075141;CASA PARQUE DEL RETIRO DE MADRID.;161257980;Ibiza;1;132;2
22075253;A CHARM HOUSE IN LAVAPIÉS;25728721;Embajadores;1;40;5
22075521;Habitación doble Madrid;161262233;Cuatro Caminos;2;75;2
22077629;Apartamento La Latina;117016952;Embajadores;1;60;90
22078919;NEW APARTMENT WITH AMAZING VIEWS;118572350;Palacio;1;126;3
22079865;No place like home!;34563914;Castillejos;1;50;7
22080021;La Latina-1BD-2BTH- Terrace- Brigth;161294341;Embajadores;1;200;3
22080173;Habitacion con cama doble CB Retiro;161007162;Pacífico;2;25;1
22080927;Habitación doble en el mejor barrio de Madrid;82640241;Lista;2;35;1
22080984;Cozy 25 m2 studio in the heart of Madrid: Lavapiés;7827973;Embajadores;1;50;3
22081119;Cute Apartment in the Heart of Madrid;118572350;Sol;1;90;4
22081190;New&Modern Flat in Center of Madrid - Plaza Mayor;102577198;Embajadores;1;61;2
22082537;Zona Viso magnifica habitacion;161310824;El Viso;2;30;2
22084743;Casa del Olivar;161305479;Embajadores;2;157;2
22091110;ÁTICO apartamento en SOL / PLAZA MAYOR;51526127;Sol;1;64;1
22093111;Cozy room close to the center;37995538;Acacias;2;17;1
22093664;Apartamento Limpio y Grande- metro Islas Filipinas;69566471;Arapiles;1;185;3
22093916;habitacion calle-30;7484133;San Isidro;2;19;1
22094140;Tu apartamento en el centro;9630173;Universidad;1;41;2
22096200;Modern and bright apartment next to Gran Via.;160840653;Cortes;1;69;1
22099527;Cama matrimonial en habitación independiente.;47697006;Bellas Vistas;2;80;3
22099962;1.Habitación cama doble, armario, recién reformada;1716726;Delicias;2;30;2
22101263;NEW Stunning DESIGN FLAT next to MUSEO del PRADO.;24638457;Cortes;1;250;1
22112847;COZY DOUBLE BED ROOM WITH TERRACE;1716726;Delicias;2;28;3
22118227;ACOGEDOR Y FAMILIAR!;160480028;Aluche;2;20;2
22121943;Habitacion 2. Para estudiar o trabajar;160981040;Portazgo;2;12;30
22122090;Habitacion 3. Para estudiar o trabajar;160981040;Portazgo;2;11;15
22135868;Habitación céntrica, luminosa y con balcón;28387700;Acacias;2;35;1
22136657;Trendy flat close to IE in Barrio Salamanca;29326529;Lista;1;71;4
