id;name;user_id
4491501;Studio in the heart of Madrid;23004820
4496392;Apart T Gran Via-Palacio Real, fully equipped!;4839888
4514916;Habitación en barrio Arguelles / Room in Arguelles;1693976
4518901;Estudio en Plaza Santo Domingo;7953481
4523822;Apartment Loft. Milla Oro;23452445
4544440;Bonito ático muy luminoso Aravaca.;23563401
4562003;Double room in La Latina.;23649429
4573540;Habitación individual en Lavapiés;23707222
4575181;Apartment 2 bedrooms for 6 people. Madrid Center;23715618
4577504;*Cozy flat in Malasaña | smart working office;23729465
4592672;DESIGNED APARTMENT OLIVAR;23734195
4595967;Cozy with a terrace, in the heart of Madrid;5239042
4596183;Bright and comfortable, in the heart of Madrid;5239042
4596225;Sun bathed and cozy, just 8 minutes from Sol;5239042
4596254;Spacious and confortable, in the heart of Madrid;5239042
4596316;Modern and quiet, just 8 minutes from Sol;5239042
4600543;Beautiful, bohemian large apartment in La Latina!;23844357
4602864;Apartamento exterior Centro Madrid;7953481
4604059;APARTAMENTO ZONA CENTRO;23858258
4604168;Room in Madrid;23858815
4604854;Habitación doble;16255963
4605519;Cosy appartment at Barrio Letras;23865045
4634016;Loft appartment in Madrid downtown;2980994
4634057;CHARMING CHUECA STUDIO Gravina Street;927713
4634466;SPACIOUS central CHUECA w/3 BALCONIES Gravina St.;927713
4640885;sunny appartment 50m...nice views;11156525
4649686;Private doble bed room in Chamberí;10574763
4652573;Habitación individual en Chamberí;10574763
4655244;"Spacious apartment at ""SOL""";5012713
4656142;Sunny and spacious room;24099435
4659079;Zonnige flat met terras & airco in centrum Chueca;24110557
4659214;Sunny and spacious double room;24099435
4659571;Single room in La Latina.;23649429
4664979;Lovely bedroom 15 min to city center.;13827688
4675111;LA LATINA, 3 ROOMS, 2 BATHS, AC;5500409
4675684;Amazing equiped apartment 2 rooms;12317432
4677274;Large central room with double bed and balcony.;3524291
4677276;Central huge room with double bed and balcony.;3524291
4677501;Charming Attic Apartment in Center Madrid;17568568
4677743;Central room with double bed and two windows.;3524291
4679716;85m2, Frente al WITHINK. Desinfección con Ozono;24200746
4682678;Apartament for 4 in Madrid;23931410
4683787;En el corazón de Madrid;24219783
4684786;Habitación / Room;24204736
4686287;Comfortable room full of light;844212
4686295;Interior private room (bicycle available!);844212
4687759;"•OVER LOOKING PLAZA MAYOR DELUXE STUDIO•
2/4 PAX";13569734
4693155;Modern and bright 55m2 studio ideal for 2;9228673
4703720;Great Home and Views in Tirso de Molina;24314174
4705006;QUEVEDO - BILBAO;17613777
4708827;Apartamento 1 dormitorio c. terraza;20203062
4711892;camera centro Madrid;24350871
4714001;House with patio in Madrid / Retiro;20760546
4716699;Super cool apartment in Madrid;2948490
4718091;Studio in central Madrid;24373623
4718699;Cozy apt in central Madrid, bohemian zone.;24377074
4718925;Habitación privada junto Atocha O;9193333
4722533;FANTASTIC ROOM IN CENTER;24393367
4723540;Habitación corazón de Malasaña;24396830
4725879;LA LATINA.Private room. El Rastro,Bares&Tapas. A/C;15208964
4728228;Ático céntrico con gran terraza;24416580
4728237;Habitación privada junto a Atocha G;9193333
4728260;SPECTACULAR LOFT OF THREE FLOORS;8901422
4729298;Habitación privada Atocha P;9193333
4729363;Habitación con baño privado. Atocha;9193333
4731001;Matadero Lovers;24430633
4735412;COOL APARTAMENTO//LA LATINA;24447963
4740591;FEEL LIKE HOME IN CENTER OF MADRID;24472241
4751019;Gran Apartamento Las Letras-Atocha;9285245
4754971;Great, big room near Retiro for 2!;24247550
4755562;Loft studio in the center;24540348
4780178;Share Madrid with MadrileÑos;24649353
4789460;Estudio centro, Sol, gran% , piscina;24687655
4798571;Villanueva Apartment II;596469
4799714;Arturo Soria/Parque San Juan Bautis;16509221
4799940;Buhardilla-Proximo IE y Hospital Princesa;2347015
4812872;Bright, Cozy and downtown;24787953
4815680;cozy apartment in garden area;20033541
4818802;Individual o Compartir estudiantes- Sólo chicas;24816299
4819958;ATOCHA-Light, comfort and calmness;4615520
4822192;Esplendida habitación en Retiro ( Htal.G.Marañón);24831506
4854921;Apartment next to Plaza Mayor;24975550
4857495;Madrid Rent 1;14573633
4876909;Ático singular, Chamartín;25088891
4877814;Sunny double room&private bath. Amazing view;25093467
4879291;Lovely flat In Madrid;5704937
4890957;Room in shared apartment;25164639
4891262;DELUXE LOFT BY THE PRADO MUSEUM;2864064
4905237;Modern Room/Private bathroom in Flat RETIRO-ATOCHA;15132401
4906204;APARTAMENTO EN DISTRITO SALAMANCA;14968320
4924859;Lovely room, spacious & lots of light;8346894
4936409;Alojamiento económico Retiro-Centro;25434664
4946553;habitación con cama grande;25495086
4947004;Quiet flat- Gran Vía/Callao;12698367
4949149;Design penthouse with huge terrace;2620608
4952788;Habitación cama doble con balcón;25395270
4963162;STUDIO cosy IFEMA aeropuerto LICEO metro 5 mn;24548032
4967324;Sunny terrace in the center.;3211214
4969560;Penthouse with terrace in Chamberi;25620553
4973451;Apto a estrenar prox a Plaza Mayor;18794911
4994724;Near NUEVOS MINISTERIOS;17688059
5004249;Amazing Bright Duplex/ Duplex luminoso con jardin;5238691
5009543;2 bedroom apartment in Malasaña;3960473
5012393;Bonito apto. junto al Reina Sofía;16272328
5026978;MADRID ZENTRUM NICE APARTMENT.;25944209
5039601;Cute Studio in center town;7980621
5053342;Palacio Apartment - Terra Homes;24439322
5062060;Nice studio La Latina;1130651
5062841;BONITO APARTAMENTO EN MADRID + PARKING + WIFI + AC;23774906
5063329;Habitación doble en zona Delicias;26147086
5063931;Apartamento nº 4 Puerta del Sol;6980058
5072820;Apartamento recién reformado zona Madrid Río 6PAX;3540348
5083805;Amplia casa en Princesa, Moncloa;26258421
5102106;Great atmosphere in Moncloa;1727135
5105110;Habitación doble gran terraza wifi;21487243
5105790;apartment in central madrid;26382322
5109496;Madrid -centro Santa ana- 1;2711109
5109767;Centro. Atocha;26402947
5129219;Apartment in Plaza de Callao;26515719
5155124;SPECTACULAR ATTIC WITH THE BEST LOCATION IN CITY;26659524
5155333;Madrid Center, Wifi(RETIRO IBIZA);2521612
5159105;Madrid a toda Luz. Barrio de las Letras;740087
5159286;Bright, Charming, Private apt-4pax!;17378912
5170774;ATOCHA Sol,1 bedroom apt, WIFI,AC;785052
5170938;Live and enjoy in the heart of madrid;8321213
5171377;ATOCHA Sol,1 bedroom su,WIFI,AC;785052
5177584;Hab Madrid centr Sol,Opera,Tirso M;26780049
5177966;Al lado Plaza Mayor, Sol, Opera;26780049
5181841;Plaza de Castilla con garaje.;4831338
5193530;ATICO DUPLEX CENTRO;26861305
5197442;Á;3193467
5200212;Discover the secrets of Madrid;11424503
5206353;Estudio en Madrid Centro con Wifi;17556638
5210987;Single room in Castellana/Chamartin;2563986
5215853;Spacious 2 BR, Madrid Chueca;23218041
5232887;Apartment in area Gran Via, Callao;27082620
5240343;Piso amplio y luminoso en Malasaña.;27120424
5241415;En pleno centro de Madrid;27126338
5247899;Preciosa habitacion con baño .;24405391
5255311;Duplex con terraza y mucho encanto!;19521285
5260429;Habitacion doble Centro Atocha privada.;12381498
5260595;Habitacion individual Pequeña centrica WIFI;12381498
5264948;APARTMENT IN MADRID CENTER, low cost, wifi (A27I);17443242
5264999;(A27D) ESTUDIO EN MADRID CENTRO, low cost, wifi;17443242
5266480;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111
5278909;MODERN APARTMENT OLIVAR - WIFI +AC;27326529
5278933;Apartamento para grupos;4424222
5291844;Acogedora y luminosa habitación con balcón;21980082
5292745;Cozy flat in the centre of Madird!;24567489
5307145;La casa de las Mariposas;14156118
5310107;COZY ATTIC WITH PRIVATE TERRACE AT MADRID CENTER;27508261
5312932;Bright and modern, in the heart of Madrid;5239042
5313039;Bright and warm, in the heart of Madrid;5239042
5313142;Bright and cozy, in the heart of Madrid;5239042
5313221;Cozy and confortable, in the hear of Madrid;5239042
5313252;Quiet and cozy, in the heart of Madrid;5239042
5327846;DIEGO DE LEÓN LOVELY 2 BEDROOM CONDO 4 PAX, WiFi;27607042
5330790;Modern & confort ..Malasaña;10024931
5334527;Beautiful and bright flat in the heart of Lavapiés;8113793
5343327;Piso en Madrid;11751342
5344630;Lovely & Chic oasis in the best of downtown;53526
5350177;Piso Madrid río;27729402
5350676;Luminosa y tranquila hab individual;3360175
5353419;Lovely room in the heart of Madrid;18991468
5357091;Centro Madrid . Santa Ana sol 4;2711109
5361601;♡Comfort 2 Bedrooms/2 Bathrooms apt. WiFi & AC;3983613
5371540;Penthouse with terrace in Madrid;27844535
5371564;2 bedrm-2Bathrm - Perfect Location-Madrid -Center;22321820
5371668;Cosy Bright Apartment//City Centre;2659070
5372333;Céntrico alquiler bajo costo en Madrid;27849067
5373240;Alquilo habitación en Madrid;7474803
5379424;Hipster Attic great terrace in sol;18096917
5383331;Apto ideal para negocios y turistas;18008880
5398163;HABITACION INDIVIDUAL CON WIFI;27984641
5401165;APARTAMENTO CHUECA;27326529
5402360;Private Room in Malasaña.;28002035
5403477;Private Room in Malasaña 3' walk from PRIDE;28002035
5417939;Luminosa y acogedora habitación;28085895
5418925;En el corazón de Retiro al lado de WiZink Center;24831506
5419338;Acogedora habitación en Retiro y WiZink Center;24831506
5420660;Habitación doble en centro Madrid;1206817
5422524;Estudio en Chamberi-Castellana-Nuevos Ministerios;28116670
5429605;Acogedor Estudio exterior/ascensor. Amparito;723539
5437526;Buena Comunicación - Habitacion doble;28207769
5440261;Nice&quiet room in a typical Madrid neighborhood;23656496
5448860;Limpio y luminoso apartamento. Aire acondicionado.;26856191
5449152;Piso de lujo en el centro de Madrid;12870910
5451699;A peaceful spot at city center;28275479
5454838;Nice bedroom with own bathroom;28290730
5457391;Bright and Spacious Double Room;28002035
5458016;Center of Madrid Beautiful Room;16859206
5466021;Apartamento Centro. 3 habitaciones;17521594
5479540;CENTRAL ART FLAT 10min PuertadelSol;7850049
5484923;Habitación en el centro;28443616
5509143;Piso precioso en pleno centro;28573875
5510570;DOWNTOWN MADRID COMFY with WIFI :);28581590
5511208;REST NEXT TO THE RETIRO`S PARK (NS15);17443242
5511428;LAVAPIÉS CORRALA ART APARTMENT;26346310
5519763;Lucero Madrid;11650026
5529302;ATTIC IN LA LATINA. WONDERFUL VIEWS;17155315
5541728;Preciosa habitación en Embajadores;3884805
5544738;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111
5552409;Cosy Oasis in the heart of Madrid;28789095
5554860;PISO 4 HABITACIONES MADRID;28800342
5563493;Maravillosa Casa en Barrio Moncloa;28845746
5564461;Nice and cozy Golden Mile of Madrid;361930
5564929;Acogedor apartamento Deluxe;26428861
5567395;Penthouse next Retiro Park;28863644
5578172;habitacion centrica en madrid;2993477
5584630;Madrid Centre Cozy Chic with Views;28956477
5602310;Center Chamberi Gorgeous studio suite with WiFi/AC;22361249
5611639;Charming apartment. Central / modern. Amparo;723539
5621189;Más que una habitación !;29138895
5630090;AMAZING APARTAMENT LA LATINA- WIFI;26072216
5630901;Estudio en la zona Malasaña;29182612
5638366;2 bedrooms next to Retiro Park ( Alcala );28038703
5642057;Comfortable apartment next to subway Delicias;29236345
5646304;Habitación en Delicias;29118911
5654095;STUNNING FLAT IN PUERTA DEL SOL;17523018
5654704;Estudio-Huertas,Paseo del Prado/AA;4083688
5656076;Cozy and warm studio by Reina Sofía;27997968
5659065;Room for Two in Friendly Chueca;29331987
5665566;Luminoso apartamento Madrid /SUNNY APARTMET MADRID;16207651
5672272;Coqueto PISO en EL RASTRO;606925
5677523;Loft D a un paso de Ifema Madrid;1351865
5690702;HABITACIÓN BIEN UBICADA Y ECONÓMICA;29460378
5699523;Madrid Center Sunny Room wifi;29552300
5699593;Quiet apartment. Royal Palace;29552466
5702125;Charming penthouse Santa Ana;2617386
5715713;GUMERFLAT - CENTRICAL APARTMENT;16177101
5717576;Cozy LOFT in MALASAÑA;26349049
5722480;Charming apartment in Madrid town;6288128
5722694;Habitacion en el Centro Lavapies;29672205
5725371;Apartment Madrid Centro-Malasaña;9244612
5732498;Cozy apartment right in the center of Madrid;29725217
5735879;Bright Apartment + Parking;29744543
5740305;Un económico apto en una zona verde;25633808
5748366;Vegan Bike Bed & Breakfast;15711503
5748546;Stylish private room in artistic penthouse duplex;3400990
5749070;★STAYCATION★ Salamanca - Stylish Exclusivo Familia;596469
5756228;Sunny and modern studio in the heart of Madrid;29860982
5784304;Room on Fuencarral;30008656
5787650;Acogedora habitación;18407534
5791993;Luxury flat Goya/Retiro.Ideal for Family & Friends;30048748
5802369;MALASAÑA Apartamento/1 to 4 people;63380062
5811071;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111
5813663;Apatamento a 15 minutos de la puerta del Sol;16225393
5814367;COZY APARTMENT MALASAŃA- WIFI+AC;30168983
5817222;Penthouse in Gran Vía with Terrace;30039646
5819351;Cosy & Authentic 2BR @Lavapies;335685
5821340;ROOF TOP 2 ROOM APT. WITH VIEWS;22471045
5829509;Habitación bonita y confortable;8991046
5829524;Cozy flat in the heart of Madrid;2005152
5836616;Gran Vía, the best Center.;30297314
5846936;Apartamento cerca de Arturo Soria;16489351
5847367;Luxury penthouse in Madrid´s sky.;30358377
5850532;loft céntrico y coqueto;30377153
5860795;Airy room close to Madrid center;15152516
5872562;Habitación amplia y luminosa. Con baño particular.;30494183
5876946;Beautiful Room in the Center !!!;16859206
5895578;COOL CLASSY, NEAR PLAZA ESPANA A/C;6271519
5895915;✨Estudio Las Letras Atocha✨;13053383
5898378;Precioso atico nuevo a estrenar;11088700
5908353;2 bed apartment in heart Salamanca;30686730
5921635;Habitación estupenda y luminosa en Chueca 3 pax,;30752115
5925627;Private Room - habitacion privada;30767491
5929004;Habitacion alegre y luminosa y baño;30784097
5931632;Alegre Habitacion luminosa y Baño;30784097
5935568;Habitación luminosa en Malasaña;9414656
5938004;MADRID RIO. BRIGHT APT. POOL. WIFI;30829022
5950055;CONVENIENTLY-LOCATED, COZY FLAT;20665958
5950516;Apartment for 2 in the city center;14668598
5950534;Beautifull Doble-Bed Room;26213466
5954131;Renewed -Madrid Center - La Latina;30906733
5962564;APARTMENT 4PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA;5542111
5966006;Double room swimming pool luxuary;30969215
5975073;Single Room - Madrid;30969714
5976224;Madrid Center!;31024847
5987757;Sparkly clean!!! A/C, near City Center.;6025388
5988407;Walking distance to Plaza Mayor;14958898
5994463;PISO ATOCHA larga estancia- FLAT NEAR ATOCHA .;31124866
5994871;CENTRO LATINA. EXCELENTE UBICACIÓN;5161406
6008086;ROMANTIC PLAZA MAYOR DELUXE;2662680
6008204;YOUR HOME IN MADRID!;31191817
6010434;PUERTA DEL SOL CENTRO CHUECA;23284594
6010550;Room in central Madrid;19678357
6013907;Luxury flat, 120 sq.m, 4 BR, 6 P, Retiro;31133970
6022766;PUERTA DEL SOL CENTRO BARRIO LETRAS;23284594
6023704;Tranquilidad Puerta Toledo;31266788
6025469;ATOCHA Sol,4 bedrooms apart,WIFI,AC;785052
6035803;APTO./FLAT 2H.- ATOCHA larga estancia.;31124866
6036395;TU HOGAR EN MADRID!;31191817
6041881;Cozy bright room;31353361
6042990;Luxury Apartment in Museum Mile 2;20577458
6043569;Acojedora habitación cerca del centro de Madrid;19830019
6070267;At Home in Madrid 5, Huertas, Prado, (SANITIZED);31509536
6075609;Your ROOM close to Atocha Staion;2911538
6076054;RoomtoRent near Santiago Bernabeu & City Ctr- WIFI;31538705
6083007;Luxury Apartment in Museum Mile 1;20577458
6097605;C/ Mazarredo;21556243
6097996;Room by metro+WiFi+breakfast;31611340
6110713;Habitación doble en Retiro;16247983
6114620;Habitación Celeste;31353361
6119334;Sol - APARTMENT 6 BEDROOMS with 6 BATHROOMS - A/C;31748791
6123814;60 Balconies Lagasca;31774454
6125903;Attic with charm in Lavapiés;4644971
6131459;Minimalist loft in Residential Area;21144062
6140219;Atico Loft Madrid - SOL - WIFI;1738341
6159391;Habitación acogedora en La Latina;25433096
6159615;Nice and Quiet apartment in Madrid;7071874
6160263;Casas Madrid-Private BATHROOM.;901218
6161577;Apartment in down-town Madrid - SOL;24861646
6164389;Cuarto en excelente ubicación;2554690
6175934;1 Dormitorio;32037392
6182538;Habitacion para VEGETARIANOS.;32068100
6183158;Superb Apartment Center of the City;3233170
6188369;Dúplex a 5 minutos del metro;32099032
6191812;Room in pretty family house (IE);10169235
6193291;Amazing Duplex in Huertas (Works on the building!);4615520
6194911;Genial apartamento en la Latina;6386247
6199834;NEW! WFH FROM PUERTA DE ALCALÁ!;5298015
6200039;BEAUTIFUL APARTMENT IN MADRID;3147269
6206946;Habitación acogedora Ciudad Lineal.;32186382
6207137;Piso exterior hasta 4 personas BH10;16829950
6215979;HABITACION GRANDE 20 MTS CAMA KING;9430153
6216745;Downtown*Outdoor*3Bdr*6P*Parking Opt*Wifi*Lift;32242323
6221081;Beautiful room with private bathroom!;8125450
6226275;☆ AMAZING location. 3 BEDROOMS ☝High ceiling /WiFi;4326117
6229677;Habitación centro Madrid.;32319122
6230119;Beautiful flat on Ortega y Gasset;31932701
6244218;Madrid Bohemio/Bohemian Madrid;17241162
6247825;L'acanthe;30360739
6248112;Piso en Madrid;3115595
6254495;Habitación doble con baño privado;29316009
6257288;Kind bed with private bathroom;6104199
6263965;Madrid chic !!!;32552981
6272509;Apartamento en el centro de Madrid;32596071
6279864;Apartment with terrace and views at Madrid;22392452
6283743;3. Habitación exterior con balcón y baño privado;14629836
6286250;GRAN CASA EN EL CENTRO DE MADRID!;31191817
6287069;2. Habitación Céntrica Exterior con balcón;14629836
6287397;6. Habitación Exterior con balcón en Madrid Centro;14629836
6287501;habitación doble en el centro de madrid;32685730
6289024;Nice quiet room in La Latina;3305388
6290268;Habitación compartida centro Madrid;32319122
6299647;Family friendly room in Madrid Room for Champions;1549114
6303708;Modern, stylish & superb location;1450405
6307542;Romantic Atico DISEÑO Madrid LA LATINA;16500535
6308594;Penthouse with Private Pool;32817296
6320287;Madrid center, PRIVATE bathroom, elevator, wifi!;10592426
6320441;Amazing duplex penthhouse in the centre of Madrid;32046323
6322780;Habitacion privada con 2 camas, armario empotrado,;32901590
6331712;VIEWS!Romantic penthouse La Latina Oferta!;8053070
6332843;Vacations in Madrid -Amazing room!;31985091
6332990;Loft con Wifi en el Madrid Centro;17556638
6333703;Loft with two terrace - 15 min to down town;32971833
6336277;Penthouse in Plaza Mayor with terrace and views;32989497
6343738;Piso de lujo, centro de Madrid;23473292
6382038;Wonderful studio in the centre;16521467
6382107;Loft neighborhood Barrio de la Concepción;13116647
6382192;Lovely 2 bedroom apartment;10169235
6387909;Hermoso Estudio Centro de Madrid - Zoe;3606346
6389319;Study Compartido;33308136
6397813;APARTMENT 6PAX 6HAB CENTRO GRAN VIA PUERTA SOL;5542111
6398938;Wonderfull home in the center of Madrid for 4 days;32850062
6410739;Palacete en el centro de Madrid;33435971
6411343;ÁTICO EN MADRID LE TEMP PERDU;33439191
6412588;Se alquila hab individual;33446067
6413068;Apartamento junto a Plaza España;33446067
6413102;Habitación acogedora;4473761
6415505;Bright and cozy apartment in Madrid;24980439
6420062;STUDIO-LOFT IN PLAZA DE ESPAÑA;33493582
6420159;PRETTY BEDROOM PLAZA MAYOR;33494165
6423447;Piso y habitación en Ciudad Lineal;33512061
6432904;Ap Center Madrid With Swimming pool;33577497
6436381;SPECIAL ROOM FOR STUDENT;6104199
6440948;Precioso Apartamento con encanto;33626657
6442730;Estudio Malasaña Palma;9934732
6444366;Private Room in Eclectic Malasaña;30278385
6454937;HERMOSA HABITACION INDIVIDUAL;1284868
6456087;Atico en Madrid;23540342
6460851;GREAT FLAT AWESOME LOCATION-PARKING;2847013
6469256;Se alquila 1 hab individual;33446067
6469268;Se alquila hab individual;33446067
6470318;Habitación interior luminosa y tranquila;29138895
6472884;Appartement lumineux, cosy et bien desservi;655088
6474593;“Triangle of Art in Madrid”;41379943
6477859;El Loft de tus sueños en el centro de Madrid!;33844767
6478676;"2 Bedrooms near famous Rastro "" La Latina""";28038703
6485459;Apartment-Loft Casado del Alisal;32046323
6500135;ATOCHA Sol, Studio, WIFI, AC;785052
6500469;Acogedora habitación en el centro;33977951
6507502;Opera / Royal Palace apartment;33850021
6510436;Centric & cosy apartment in Chueca;17564568
6524154;Habitación muy luminosa y silenciosa Madrid Centro;34120401
6532332;SUNNY TERRACE, PARKING - LOCATION!;2847013
6533726;Exterior apartment General Oraa;32046323
6541133;Habitación individual en casa linda;34209057
6542548;Habitación Casa c.Patio Cama M. c.del Palacio Real;29593359
6542642;THE BEST LOCATION-2 STEPS FROM GRAN VÍA! (V10);34217435
6542768;"""Habitación Sunny Chic"" - OFFER MARCH-";31681692
6543446;-HABITACION AMPLIA Lovely Chic- OFFER APRIL-;31681692
6543624;Fab penthouse in hip neighbourhood;4030132
6547415;Cheerful apartment - Lagasca II;32046323
6548167;NIce apartment in City center;33179537
6549680;Amplia habitación junto al Retiro;33577357
6551172;Private room and bathroom Puerta Toledo;17533044
6554344;Nice room with balcony, Wifi;34274924
6563064;Beautiful private apt by ReinaSofia;34331457
6568035;Luminoso Tranquilo Parque El Retiro;16987500
6568756;PENTHOUSE WITH NICE VIEWS OF MADRID;30696902
6571886;ALQUILO APARTAMENTO CENTRICO AGOSTO;34372914
6572976;Piso totalmente reformado, proximo al centro;16255963
6574016;Studio with Roof Top Terrace;2288706
6575326;Spacious room in Attic;30696902
6579059;Cozy room in attic.;30696902
6592291;Atractiva habitación en Ático;30696902
6596938;Céntrico,tranquilo y lujoso.Piscina;34510984
6606334;Habitación Individual;32319122
6607202;Habitación privada en Madrid Centro;32339668
6615853;Casa Moratín Dúplex 240m Centro.;34623998
6616100;Don Quijote y Dulcinea;34626644
6622630;La Latina Habitación en pleno centro Madrid.;34661997
6631126;Double room in the center of Madrid;11320061
6633231;Sunny and bright apartment;34719337
6636431;Single Room in the heart of Madrid;3157621
6637689;5. Habitación en pleno centro de Malasaña;14629836
6644323;Madrid centre rooms in 98m2 appartment;9959539
6647742;Modern apartment Madrid Center;13053383
6648902;Functional studio in Madrid.;49772159
6650003;WONDERFUL FLAT IN HEART OF MADRID;34808128
6663211;Habitación en GOYA(WiZink center)barrio Salamanca.;32947142
6669701;Luminosa habitación en el centro;29561497
6670334;Beautiful 3 bedroom apartment in José Abascal;32046323
6670853;Habitación de verano en Madrid;34914709
6672682;Madrid Center Flat;34923636
6674777;AMAZING APARTMENT SANTA ANA;23734195
6681279;Fantastico Piso Barrio de Salamanca;34972297
6681663;Apto. en pleno Atocha-Lavapies;34973990
6686871;Hotel Florida Norte;34999628
6688832;Culture & Cuisine in the Centre;6363695
6702533;Habitación grande cerca Madrid rio;35084340
6707949;Central Top Floor Apt + Terrace close Sofía Museum;5950981
6719521;Cosy Apartment in Central Madrid;2900675
6720118;2 room flat+location+breakfast+wifi+tv+dvd;26362423
6720443;2roomflat+located++breakfast+wifi;26362423
6720500;charming and sunny apartment;3385307
6720967;Private room, 2min Retiro;35192943
6721589;Encantadora Buhardilla Madrid;35196559
6721667;Suite en Madrid;23205943
6724149;Apartamento perfecto para 2. Zona junto Bernabéu;17504225
6730039;Habitación Ópera;18032526
6736860;Cozy basement in center of Madrid;33564448
6739068;Luz y color en el centro de Madrid;35290361
6743322;Bunk beds(90cm), private room;35308941
6747276;Isabel and Fernando.;34626644
6747485;El Cid y Doña Jimena;34626644
6754002;LOVELY APARTMENT MADRID CENTER;35294692
6764727;Popeye y Olivia;34626644
6765383;Ventas Relax Alcalá;35268271
6767861;Habitacion tranquila en Chamberi;50106
6769374;Plaza Mayor central, 4 people, 45 m2, 1 BR, 1BTHR;4190343
6771751;HABITACIÓN AGOSTO;35453137
6771783;Habit. privada, muy cosy&céntrica!;25129863
6787248;Habitación en Goya con baño privado;24379554
6790344;COZY APARTMENT MALASAÑA -CHUECA;30168983
6790972;In the heart of Chueca;35550751
6804292;Bright apartment with patio;11200333
6806362;Ático muy luminoso con piscina;15843803
6808363;Habitación privada en Callao, Madrid;35640485
6827442;Habitación doble con baño privado en Madrid;35762223
6832931;Apto.centro Madrid (Latina) 4 pax.;35796928
6833266;Singleroom ground floor patio house;3908623
6834233;COSY & COMFORT CENTRAL APT — RASTRO;7914073
6835848;Paseo del Prado with swimming pool;30352504
6840314;Room in the center for Champions Final!;35844923
6841120;Bright single room Madrid Central;25093467
6848207;atico cerca del retiro;35880083
6851621;Genial Buhardilla La Latina Madrid;35901873
6856706;Cozy Oasis in the heart of Madrid;10143915
6858202;"Apartment in ""centro norte"" buiding";35939902
6859421;Nice room great view central;25093467
6861360;BIG BEDROOM ,WIFI, B&B, CENTER, AWESOME.;3591751
6864659;Precioso y tranquilo zona Pinar Chamartín;34838372
6867439;Apartment in very centre of Madrid;17444591
6868882;Lux Chamberí/Malasaña 1-4 per;17454576
6872550;Madrid Rent 5;14573633
6875270;Lovely room in Lavapies, Madrid.;2921035
6877467;Newly refurbished apartment;49772159
6881737;nice double bedroom;9940609
6883742;HABITACION DOBLE CHIC EN EL RETIRO-Oferta Abril;31681692
6885070;Acogedor piso para dos;36074091
6885289;Designer Studio - Heart of Madrid;4057198
6888338;Ático en Avenida de América;36098384
6890860;Loft en el Madrid de los Austrias;29149021
6891783;Precioso estudio en Concha Espina;33336064
6893111;Apartamento en el corazón de Madrid;36120616
6895009;Habitacion privada con baño privado;36129971
6899113;Habitación en Vallehermoso;36068881
6899991;Estudio moderno y equipado;6677325
6906361;ATOCHA/JERÓNIMOS/Pº del PRADO;7042137
6910173;Habitación por vacaciones !!!;34661997
6910714;apartamento de diseño en Malasaña;36215080
6915384;Studio Downtown Madrid-Lavapies 1;36245009
6919021;Madrid Las Rosas - Nice Apartment Close To Metro;481580
6919034;Bonita casa en Lavapies;28054431
6921005;Habitación doble cómoda;3360175
6922694;Beautiful Room w Private Terrace;35941439
6925759;Acogedor apartamento en Madrid Rio;36258279
6925889;Romantic studio with big terrace;13242037
6932077;Apartamento La Latina - Centro;36340994
6933109;Acogedor estudio en MADRID-wifi;11133659
6933317;Room/2 with BREAKFAST in the CENTRE;36348651
6934536;CENTRE DoubleRm +ENSUITE Large apt!;2163664
6935237;Calisto and Melibea (2-4 pax);34626644
6942584;Sofa-bed for 1 or 2 persons in Golden mile;5785483
6953555;Carmen y Don José;34626644
6954772;Estudio precioso en Malasaña.;21063968
6955446;Piso moderno a 15 minutos de Sol.;16848395
6957018;Doble room in central Madrid;19678357
6961269;AIR OF THE RASTRO -LA LATINA DUPLEX;26732121
6963183;Lovely apartment in Central Madrid;36510810
6969504;Ático con terraza, piscina y garaje;8760140
6974443;Apartamento Plaza Mayor;36568811
6982668;habitacion individual con cama supletoria;17629731
6982716;Habitación en magnífico piso súper céntrico;36510810
6985914;Confortable room in Madrid center with A/C;12252321
6995760;MADRID , EXCLUSIVE APARTMENT- PREMIUM ZONE;36591599
6999084;Gran Via - Penthouse Attic +Terrace+WIFI Malasaña;36694694
7000595;Apartamento Centro de Madrid;36702293
7010582;Single room in nice Madrid centre;19678357
7012659;Apartamento en Orense/Castellana;36718869
7013090;Apto. Eurobilding 2 Madrid cuzco;36718869
7013484;Apartment in Center, Sol - Check in 24h.;36767873
7014889;Studio in Center, Sol - Check in 24h.;36767873
7014906;Double use room w private bathroom;3908623
7015202;Apartment in Center, Sol - Check in 24h.;36767873
7015422;Two rooms at Patio House;3908623
7015650;Piano room at Patio house;3908623
7020500;BOUTIQUE QUALITY. HOME WARMTH;27300492
7023165;Single Azul en casa de artista;2638528
7023168;Apartamento Gran Vía.Muy silencioso y mucha luz.;36813207
7031712;TU CASA EN PLENO CENTRO CON APARCAMIENTO.;35264942
7035211;Apartment Madrid;36883916
7035680;Habitación con Baño ensuite;36886407
7041758;Big room + office (internet 100mb);36924831
